NAME	TITLE	SCORE	
PGAM2	phosphoglycerate mutase 2 [Source:HGNC Symbol;Acc:HGNC:8889]	-0.16331644	
MMP3	matrix metallopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:7173]	-0.16361015	
LY86	lymphocyte antigen 86 [Source:HGNC Symbol;Acc:HGNC:16837]	-0.16450638	
PRSS12	serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]	-0.16481057	
UCP2	uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]	-0.16491233	
TTF2	transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:12398]	-0.16580008	
MS4A1	membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315]	-0.16664897	
BTBD17	BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:33758]	-0.16735472	
KLK10	kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]	-0.16766042	
JHY	junctional cadherin complex regulator [Source:HGNC Symbol;Acc:HGNC:26288]	-0.16790542	
CPZ	carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333]	-0.1681004	
ATP8B4	ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]	-0.16848204	
NCAM1	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]	-0.16875638	
ZNF791	zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895]	-0.16886562	
HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]	-0.16964285	
NEFL	neurofilament light [Source:HGNC Symbol;Acc:HGNC:7739]	-0.17085958	
PLCB2	phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055]	-0.17124799	
CAVIN2	caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]	-0.1719311	
ELAVL4	ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]	-0.17247248	
IGHM	immunoglobulin heavy constant mu [Source:HGNC Symbol;Acc:HGNC:5541]	-0.17436194	
TAGLN	transgelin [Source:HGNC Symbol;Acc:HGNC:11553]	-0.17559236	
NDUFA4L2	NDUFA4 mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]	-0.17699796	
DCAF15	DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]	-0.17749149	
HMOX1	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]	-0.17763412	
P3H3	prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]	-0.17859542	
PLCG2	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	-0.17866285	
CGA	"glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:1885]"	-0.17884456	
PPP1R17	protein phosphatase 1 regulatory subunit 17 [Source:HGNC Symbol;Acc:HGNC:16973]	-0.17905308	
BATF3	basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915]	-0.1791153	
PLAUR	"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]"	-0.17967276	
DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	-0.1797712	
ECM1	extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]	-0.1803671	
CRHBP	corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]	-0.18171024	
PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	-0.18246303	
ELP1	elongator complex protein 1 [Source:HGNC Symbol;Acc:HGNC:5959]	-0.18254071	
RUNDC3A	RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]	-0.18343739	
CD68	CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]	-0.18373448	
H2AC4	H2A clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4734]	-0.1845393	
RAB3A	"RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]"	-0.1847543	
MACROH2A1	macroH2A.1 histone [Source:HGNC Symbol;Acc:HGNC:4740]	-0.1849	
LY6G6C	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	-0.18499278	
RGS2	regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]	-0.18526533	
S100A1	S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]	-0.18589117	
TRAF5	TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]	-0.18595637	
DLK1	delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907]	-0.18641993	
NSG1	neuronal vesicle trafficking associated 1 [Source:HGNC Symbol;Acc:HGNC:18790]	-0.18660884	
HOXC10	homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122]	-0.1867248	
HTR3A	5-hydroxytryptamine receptor 3A [Source:HGNC Symbol;Acc:HGNC:5297]	-0.18737139	
MYH11	myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]	-0.18776156	
SPRR1A	small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]	-0.18806636	
CNMD	chondromodulin [Source:HGNC Symbol;Acc:HGNC:17005]	-0.1884889	
H2AX	H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]	-0.18895039	
STMN3	stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]	-0.19036333	
LRRC74B	leucine rich repeat containing 74B [Source:HGNC Symbol;Acc:HGNC:34301]	-0.19068377	
CYFIP2	cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]	-0.19074264	
TMEM176B	transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]	-0.190763	
TLCD3B	TLC domain containing 3B [Source:HGNC Symbol;Acc:HGNC:25295]	-0.19098946	
MSX1	msh homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7391]	-0.19170779	
PTPN18	protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]	-0.19181125	
HOXB5	homeobox B5 [Source:HGNC Symbol;Acc:HGNC:5116]	-0.19212022	
TMEM132E	transmembrane protein 132E [Source:HGNC Symbol;Acc:HGNC:26991]	-0.19400337	
NRN1	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]	-0.19428216	
AKNA	AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]	-0.1944423	
MEST	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	-0.19544409	
RBP7	retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316]	-0.19584614	
GSTT2	glutathione S-transferase theta 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4642]	-0.19598441	
COL11A1	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	-0.19655415	
IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	-0.19688302	
IL1RL1	interleukin 1 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:5998]	-0.19690254	
MEF2D	myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]	-0.19703734	
ZNF101	zinc finger protein 101 [Source:HGNC Symbol;Acc:HGNC:12881]	-0.19764704	
COL6A1	collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]	-0.19874825	
CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	-0.19975011	
RYR3	ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]	-0.20012629	
CCK	cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]	-0.20024668	
CARTPT	CART prepropeptide [Source:HGNC Symbol;Acc:HGNC:24323]	-0.20054422	
C9orf116	chromosome 9 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28435]	-0.20104705	
LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]	-0.20215133	
CLDN23	claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]	-0.20226973	
MPP5	membrane palmitoylated protein 5 [Source:HGNC Symbol;Acc:HGNC:18669]	-0.20250948	
SELPLG	selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722]	-0.20274045	
STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]	-0.20282346	
COL2A1	collagen type II alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2200]	-0.20470409	
TSPAN13	tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]	-0.20472397	
GPC3	glypican 3 [Source:HGNC Symbol;Acc:HGNC:4451]	-0.206717	
NRROS	negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613]	-0.20761646	
KLHL6	kelch like family member 6 [Source:HGNC Symbol;Acc:HGNC:18653]	-0.20881185	
FOS	"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]"	-0.20903689	
COL8A1	collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]	-0.20917064	
ASCL2	achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]	-0.20941745	
CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1 [Source:HGNC Symbol;Acc:HGNC:1986]	-0.21012299	
TP53I11	tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842]	-0.21027714	
SPINT1	"serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]"	-0.2108246	
IL21R	interleukin 21 receptor [Source:HGNC Symbol;Acc:HGNC:6006]	-0.21145171	
PNMT	phenylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:9160]	-0.2123886	
C1orf54	chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258]	-0.21249644	
CHGA	chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]	-0.21278258	
SMOC2	SPARC related modular calcium binding 2 [Source:HGNC Symbol;Acc:HGNC:20323]	-0.21329856	
EFCAB3	EF-hand calcium binding domain 3 [Source:HGNC Symbol;Acc:HGNC:26379]	-0.21388212	
WFDC2	WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]	-0.2142408	
ESR1	estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]	-0.21447122	
LDHB	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]	-0.21456866	
MKRN1	makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]	-0.21582557	
LUM	lumican [Source:HGNC Symbol;Acc:HGNC:6724]	-0.21598794	
LCP1	lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]	-0.21775559	
EGLN3	egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661]	-0.2184577	
IL16	interleukin 16 [Source:HGNC Symbol;Acc:HGNC:5980]	-0.21878673	
CEP295	centrosomal protein 295 [Source:HGNC Symbol;Acc:HGNC:29366]	-0.21946886	
MBNL3	muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]	-0.21995078	
NPPC	natriuretic peptide C [Source:HGNC Symbol;Acc:HGNC:7941]	-0.2206075	
RTN1	reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]	-0.22087337	
PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	-0.22116104	
IGFBPL1	insulin like growth factor binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:20081]	-0.22216375	
S1PR4	sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]	-0.22219394	
GLUL	glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]	-0.22290495	
EPCAM	epithelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:11529]	-0.22368975	
IRF1	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	-0.22392523	
HOXB6	homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117]	-0.2248234	
NHLH2	nescient helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:7818]	-0.22733152	
TSPAN18	tetraspanin 18 [Source:HGNC Symbol;Acc:HGNC:20660]	-0.22854285	
POU2F1	POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]	-0.2285726	
IRAG2	"inositol 1,4,5-triphosphate receptor associated 2 [Source:HGNC Symbol;Acc:HGNC:6690]"	-0.22903429	
S100A14	S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]	-0.23009764	
DKK1	dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]	-0.23016308	
RAB3B	"RAB3B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9778]"	-0.230853	
PDGFRL	platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]	-0.23143074	
NDN	"necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]"	-0.23199615	
MEG3	maternally expressed 3 [Source:HGNC Symbol;Acc:HGNC:14575]	-0.23216875	
PRSS23	serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]	-0.23228008	
MCM8	minichromosome maintenance 8 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:16147]	-0.2322901	
SIN3B	SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]	-0.23316868	
LOXL2	lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]	-0.23377343	
APLP1	amyloid beta precursor like protein 1 [Source:HGNC Symbol;Acc:HGNC:597]	-0.23411632	
GCG	glucagon [Source:HGNC Symbol;Acc:HGNC:4191]	-0.23483695	
CHODL	chondrolectin [Source:HGNC Symbol;Acc:HGNC:17807]	-0.23532754	
CPLX1	complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]	-0.23555146	
CD27	CD27 molecule [Source:HGNC Symbol;Acc:HGNC:11922]	-0.23621954	
INPP5D	inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]	-0.23647112	
PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	-0.23778246	
N4BP2L1	NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]	-0.23904285	
TOP2A	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]	-0.23924789	
PTCD1	pentatricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:22198]	-0.24076058	
MYMX	"myomixer, myoblast fusion factor [Source:HGNC Symbol;Acc:HGNC:52391]"	-0.24087799	
VPREB1	V-set pre-B cell surrogate light chain 1 [Source:HGNC Symbol;Acc:HGNC:12709]	-0.24169818	
PTN	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]	-0.24173242	
CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]	-0.24251917	
VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]	-0.24289413	
MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	-0.24319279	
ITIH5	inter-alpha-trypsin inhibitor heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:21449]	-0.24447782	
SELENOO	selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]	-0.2445368	
PTX3	pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]	-0.24481712	
COCH	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]	-0.24505165	
CCL5	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]	-0.2452221	
ITM2C	integral membrane protein 2C [Source:HGNC Symbol;Acc:HGNC:6175]	-0.24531339	
SP110	SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401]	-0.24548337	
C1R	complement C1r [Source:HGNC Symbol;Acc:HGNC:1246]	-0.24559551	
PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]	-0.2457399	
COL3A1	collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]	-0.24593979	
GAS1	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	-0.24603854	
CYTIP	cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506]	-0.24666034	
POMC	proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]	-0.24701077	
CEMIP	cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]	-0.24940465	
COL6A2	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]	-0.24952976	
ANKRD1	ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]	-0.25096828	
PDZK1IP1	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]	-0.25110364	
PLP1	proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]	-0.25130486	
HHEX	hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]	-0.25175294	
DUSP26	dual specificity phosphatase 26 [Source:HGNC Symbol;Acc:HGNC:28161]	-0.2521178	
DAPL1	death associated protein like 1 [Source:HGNC Symbol;Acc:HGNC:21490]	-0.25276944	
DCLRE1B	DNA cross-link repair 1B [Source:HGNC Symbol;Acc:HGNC:17641]	-0.2529914	
IRF4	interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]	-0.25329462	
NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	-0.2536269	
IL19	interleukin 19 [Source:HGNC Symbol;Acc:HGNC:5990]	-0.25479305	
MRC1	mannose receptor C-type 1 [Source:HGNC Symbol;Acc:HGNC:7228]	-0.25520128	
RESP18	regulated endocrine specific protein 18 [Source:HGNC Symbol;Acc:HGNC:33762]	-0.2552229	
FGF8	fibroblast growth factor 8 [Source:HGNC Symbol;Acc:HGNC:3686]	-0.25525245	
KRT14	keratin 14 [Source:HGNC Symbol;Acc:HGNC:6416]	-0.25562	
MMP13	matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]	-0.2557154	
SULT2A1	sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458]	-0.2557599	
PRXL2A	peroxiredoxin like 2A [Source:HGNC Symbol;Acc:HGNC:28651]	-0.25667408	
CD244	CD244 molecule [Source:HGNC Symbol;Acc:HGNC:18171]	-0.25824547	
ITPK1	inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:HGNC:6177]	-0.25828645	
GABARAP	GABA type A receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:4067]	-0.2584108	
CD37	CD37 molecule [Source:HGNC Symbol;Acc:HGNC:1666]	-0.26019016	
ADAM1A	ADAM metallopeptidase domain 1A (pseudogene) [Source:HGNC Symbol;Acc:HGNC:187]	-0.26022056	
DUOXA2	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]	-0.26057512	
APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]	-0.2608025	
TBC1D10C	TBC1 domain family member 10C [Source:HGNC Symbol;Acc:HGNC:24702]	-0.26150155	
TAGLN3	transgelin 3 [Source:HGNC Symbol;Acc:HGNC:29868]	-0.26280856	
THAP12	THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]	-0.2634451	
LRP11	LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]	-0.26413	
CBLN4	cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]	-0.2641426	
GAS6	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]	-0.26424494	
FST	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	-0.26535633	
CRCT1	cysteine rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:29875]	-0.26554137	
THBS1	thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]	-0.26606846	
GPR101	G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:HGNC:14963]	-0.26665917	
FAM162B	family with sequence similarity 162 member B [Source:HGNC Symbol;Acc:HGNC:21549]	-0.26808462	
POSTN	periostin [Source:HGNC Symbol;Acc:HGNC:16953]	-0.2689785	
CDH5	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]	-0.2696456	
TRPC2	transient receptor potential cation channel subfamily C member 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:12334]	-0.27010652	
COL1A2	collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]	-0.2701081	
ARHGAP36	Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:HGNC:26388]	-0.27158055	
BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	-0.27175748	
CD79B	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]	-0.27194282	
VPREB3	V-set pre-B cell surrogate light chain 3 [Source:HGNC Symbol;Acc:HGNC:12710]	-0.272061	
INHBA	inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]	-0.27206123	
PRKCQ	protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410]	-0.27217382	
PIK3AP1	phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034]	-0.2733584	
UNCX	UNC homeobox [Source:HGNC Symbol;Acc:HGNC:33194]	-0.27358046	
FOXO4	forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]	-0.2735855	
IGHD	immunoglobulin heavy constant delta [Source:HGNC Symbol;Acc:HGNC:5480]	-0.27381563	
TNFRSF13C	TNF receptor superfamily member 13C [Source:HGNC Symbol;Acc:HGNC:17755]	-0.2739854	
SLAMF6	SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392]	-0.273988	
HAMP	hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:15598]	-0.27421188	
CD79A	CD79a molecule [Source:HGNC Symbol;Acc:HGNC:1698]	-0.2745206	
RNF157	ring finger protein 157 [Source:HGNC Symbol;Acc:HGNC:29402]	-0.27461326	
GPX2	glutathione peroxidase 2 [Source:HGNC Symbol;Acc:HGNC:4554]	-0.2748023	
SOX10	SRY-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11190]	-0.27498543	
GCGR	glucagon receptor [Source:HGNC Symbol;Acc:HGNC:4192]	-0.27513614	
CD19	CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]	-0.2753041	
GPX6	glutathione peroxidase 6 [Source:HGNC Symbol;Acc:HGNC:4558]	-0.27561298	
HSPB1	heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]	-0.2759281	
TGFBI	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	-0.2766578	
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]	-0.27674803	
ADCYAP1	adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]	-0.2767487	
FGF19	fibroblast growth factor 19 [Source:HGNC Symbol;Acc:HGNC:3675]	-0.27699563	
CDC42EP3	CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]	-0.27720007	
ARL5C	ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]	-0.27774	
POU2AF1	POU class 2 homeobox associating factor 1 [Source:HGNC Symbol;Acc:HGNC:9211]	-0.27781	
IGLL1	immunoglobulin lambda like polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:5870]	-0.2783809	
ECEL1	endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147]	-0.27893743	
RGCC	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]	-0.2789518	
KRT5	keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442]	-0.2792846	
P2RX4	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]	-0.27937973	
PAX5	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]	-0.27939335	
CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	-0.27942684	
SMIM40	small integral membrane protein 40 [Source:HGNC Symbol;Acc:HGNC:54073]	-0.2794422	
NDRG1	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]	-0.27950075	
ANGPTL4	angiopoietin like 4 [Source:HGNC Symbol;Acc:HGNC:16039]	-0.28014553	
NT5DC3	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]	-0.28028807	
LINC00643	long intergenic non-protein coding RNA 643 [Source:HGNC Symbol;Acc:HGNC:44296]	-0.28033632	
PTPRCAP	protein tyrosine phosphatase receptor type C associated protein [Source:HGNC Symbol;Acc:HGNC:9667]	-0.2811622	
PIP4P1	"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19299]"	-0.28162295	
NCAPG	non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]	-0.2816246	
SERINC3	serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]	-0.28214273	
USP17L2	ubiquitin specific peptidase 17 like family member 2 [Source:HGNC Symbol;Acc:HGNC:34434]	-0.28229976	
MYOD1	myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]	-0.28295884	
AFF3	AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]	-0.2829817	
GPR171	G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:HGNC:30057]	-0.2832663	
BST1	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]	-0.2841063	
TESC	tescalcin [Source:HGNC Symbol;Acc:HGNC:26065]	-0.2841969	
SCN4B	sodium voltage-gated channel beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:10592]	-0.2844322	
BCAM	basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]	-0.284436	
CD74	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	-0.28443652	
IFI44L	interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]	-0.28478688	
CCN4	cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]	-0.28481477	
DEPP1	DEPP1 autophagy regulator [Source:HGNC Symbol;Acc:HGNC:23355]	-0.28515032	
APOA1	apolipoprotein A1 [Source:HGNC Symbol;Acc:HGNC:600]	-0.28575525	
IGKC	immunoglobulin kappa constant [Source:HGNC Symbol;Acc:HGNC:5716]	-0.28586438	
RCSD1	RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]	-0.28613394	
IFIT3	interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]	-0.28634065	
GNAS-AS1	GNAS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24872]	-0.2863635	
FTH1	ferritin heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:3976]	-0.286516	
ENPEP	glutamyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:3355]	-0.28729033	
KLK1	kallikrein 1 [Source:HGNC Symbol;Acc:HGNC:6357]	-0.28768188	
PTGDS	prostaglandin D2 synthase [Source:HGNC Symbol;Acc:HGNC:9592]	-0.28774694	
TPM2	tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]	-0.28801215	
